# Dataset Report: Tether (USDT)
# Coin Name: Tether
# Symbol: USDT
# Approx Row Count: 4038
# Date Range: 2015-01-09 to 2026-01-28
# Frequency: Daily
# Columns Present: open, high, low, close, Volume_USDT, Volume_USD
# --------------------------------------------------
Date,open,high,low,close,Volume_USDT,Volume_USD
2018-04-10,1.002,1.013,0.9767,1.005,62035.53,62356.34
2018-04-11,1.005,1.007,0.9841,1.004,64802.3,65060.5
2018-04-12,1.003,1.016,0.8574,1.001,197276.82,197437.46
2018-04-13,1.001,1.047,0.9859,1.004,145665.26,146204.61
2018-04-14,1.003,1.025,0.9804,1.003,66678.63,66886.31
2018-04-15,1.003,1.01,0.9603,1.003,68822.07,69019.98
2018-04-16,1.003,1.046,0.9835,1.002,87681.75,87870.98
2018-04-17,1.002,1.038,0.9963,1.004,71933.6,72246.79
2018-04-18,1.004,1.009,0.9681,1.003,73050.12,73233.43
2018-04-19,1.002,1.006,0.9834,1.003,72820.98,73068.21
2018-04-20,1.003,1.01,0.9307,1.002,114730.74,114985.92
2018-04-21,1.002,1.015,0.9681,1.002,93635.24,93845.5
2018-04-22,1.002,1.029,0.9996,1.004,68212.83,68454.27
2018-04-23,1.003,1.009,0.9845,1.003,61895.95,62074.8
2018-04-24,1.003,1.011,0.9296,1.002,136352.05,136626.84
2018-04-25,1.003,1.101,0.9876,1.001,192797.41,192934.82
2018-04-26,1.0,1.003,0.9335,0.9995,111690.32,111631.27
2018-04-27,1.001,1.052,0.9998,1.002,82025.4,82148.74
2018-04-28,1.002,1.009,0.951,1.0,83347.1,83351.47
2018-04-29,1.0,1.015,0.9759,0.9991,68227.03,68164.71
2018-04-30,0.999,1.023,0.988,1.0,61631.36,61655.29
2018-05-01,1.0,1.02,0.9755,1.0,74147.8,74176.16
2018-05-02,1.0,1.002,0.9723,0.9981,57618.44,57506.38
2018-05-03,0.998,1.007,0.9405,0.9993,90631.98,90564.14
2018-05-04,0.9994,1.008,0.9836,0.9993,68689.75,68640.5
2018-05-05,0.9987,1.011,0.9823,0.9984,68875.75,68766.66
2018-05-06,0.9975,1.028,0.9771,0.9981,62904.49,62786.92
2018-05-07,0.9982,1.031,0.9817,1.0,73842.44,73872.14
2018-05-08,1.001,1.031,0.9866,1.001,72659.12,72735.13
2018-05-09,1.001,1.006,0.9649,1.001,67939.11,67991.99
2018-05-10,1.001,1.042,0.9999,1.002,67915.99,68025.72
2018-05-11,1.002,1.076,0.9964,1.003,134727.27,135171.42
2018-05-12,1.003,1.023,0.9724,1.003,92805.87,93106.03
2018-05-13,1.003,1.011,0.962,1.003,61066.94,61271.24
2018-05-14,1.004,1.025,0.9596,1.001,101370.46,101492.75
2018-05-15,1.001,1.045,0.9968,1.001,84517.8,84632.57
2018-05-16,1.001,1.02,0.9738,1.001,95203.5,95283.66
2018-05-17,1.001,1.053,0.9959,1.003,74445.77,74651.57
2018-05-18,1.003,1.005,0.9641,1.001,68665.67,68762.21
2018-05-19,1.001,1.018,0.9896,1.0,45978.21,45991.65
2018-05-20,1.001,1.008,0.9595,1.001,49694.23,49730.95
2018-05-21,1.001,1.025,0.9962,1.005,54602.79,54865.66
2018-05-22,1.005,1.056,0.998,1.002,66032.52,66153.28
2018-05-23,1.002,1.071,0.9948,1.001,120597.47,120695.56
2018-05-24,1.001,1.02,0.9611,1.001,109709.83,109803.06
2018-05-25,1.001,1.027,0.9857,1.003,84630.56,84865.22
2018-05-26,1.002,1.04,0.997,1.003,48994.09,49116.96
2018-05-27,1.003,1.01,0.9879,1.002,46446.45,46549.95
2018-05-28,1.002,1.05,0.9991,1.003,72505.5,72704.65
2018-05-29,1.002,1.01,0.9479,1.002,86536.7,86738.5
2018-05-30,1.002,1.025,0.9878,1.001,67797.62,67865.09
2018-05-31,1.002,1.016,0.9813,1.002,60780.47,60882.97
2018-06-01,1.002,1.013,0.9802,1.002,61082.25,61177.3
2018-06-02,1.002,1.008,0.9777,1.001,47435.99,47467.04
2018-06-03,1.001,1.007,0.9857,1.0,42988.84,43001.93
2018-06-04,1.0,1.036,0.9975,1.002,56223.86,56341.15
2018-06-05,1.002,1.006,0.97,1.001,58424.84,58470.67
2018-06-06,1.001,1.006,0.98,1.0,51911.42,51935.75
2018-06-07,1.0,1.009,0.9952,1.002,44318.41,44387.93
2018-06-08,1.001,1.013,0.9932,1.002,40500.95,40586.99
2018-06-09,1.002,1.027,1.0,1.003,28511.04,28589.27
2018-06-10,1.003,1.111,0.9849,1.001,127797.43,127981.27
2018-06-11,1.001,1.005,0.9674,1.001,71169.64,71275.71
2018-06-12,1.001,1.051,0.9865,1.001,75997.29,76064.46
2018-06-13,1.001,1.051,0.9748,1.002,124304.17,124520.04
2018-06-14,1.002,1.012,0.9466,1.0,95038.67,95071.44
2018-06-15,1.0,1.042,0.9975,1.0,57731.42,57729.52
2018-06-16,1.0,1.012,0.9774,1.002,35851.38,35909.08
2018-06-17,1.002,1.021,0.9999,1.002,34359.95,34416.12
2018-06-18,1.001,1.013,0.953,0.9997,65285.57,65262.73
2018-06-19,0.9996,1.014,0.9888,0.999,54949.84,54894.3
2018-06-20,0.9992,1.007,0.9708,0.999,59674.47,59615.84
2018-06-21,0.999,1.01,0.9946,0.9995,43765.89,43744.48
2018-06-22,0.9995,1.111,0.9805,0.9987,137346.53,137168.14
2018-06-23,0.9987,1.015,0.9784,1.0,57011.61,57015.03
2018-06-24,1.0,1.017,0.9398,1.001,110833.06,110931.78
2018-06-25,1.001,1.015,0.9749,1.001,79086.4,79191.39
2018-06-26,1.001,1.034,0.9984,1.002,62925.3,63040.44
2018-06-27,1.003,1.008,0.98,0.9995,62639.82,62606.08
2018-06-28,0.9995,1.051,0.9954,1.0,63585.51,63583.56
2018-06-29,1.0,1.012,0.9356,0.9985,92884.98,92748.48
2018-06-30,0.9985,1.016,0.9673,0.9972,65571.19,65384.42
2018-07-01,0.9971,1.009,0.9832,0.9951,40809.54,40610.88
2018-07-02,0.9958,1.008,0.8363,0.9991,73069.19,73002.87
2018-07-03,0.9992,1.023,0.9933,0.9988,54662.02,54596.35
2018-07-04,0.9985,1.026,0.9709,0.998,62355.75,62229.03
2018-07-05,0.9979,1.023,0.9854,0.9987,63771.67,63686.39
2018-07-06,0.9987,1.002,0.9751,0.9969,47259.68,47111.04
2018-07-07,0.9965,1.006,0.962,0.9974,41785.1,41675.21
2018-07-08,0.9974,1.009,0.9943,0.9977,39671.12,39580.72
2018-07-09,0.9977,1.019,0.9925,0.999,48761.43,48713.07
2018-07-10,0.9986,1.057,0.993,0.9977,72513.31,72345.03
2018-07-11,0.9977,1.001,0.9837,0.9994,51054.67,51024.83
2018-07-12,0.9994,1.024,0.9743,1.001,65555.38,65647.86
2018-07-13,1.001,1.021,0.9859,1.002,50964.41,51050.94
2018-07-14,1.002,1.013,0.9902,1.003,27713.18,27788.67
2018-07-15,1.003,1.007,0.9829,1.002,34225.9,34277.34
2018-07-16,1.002,1.005,0.9441,1.002,74798.53,74958.78
2018-07-17,1.002,1.022,0.9129,1.002,112707.21,112897.51
2018-07-18,1.002,1.029,0.983,1.001,105818.71,105879.23
2018-07-19,1.001,1.012,0.9753,1.0,70179.39,70210.75
2018-07-20,1.0,1.046,0.9918,0.9993,80874.93,80816.2
2018-07-21,0.9993,1.007,0.9752,1.0,40295.77,40303.77
2018-07-22,1.0,1.022,0.9921,0.9994,47479.76,47449.36
2018-07-23,0.9994,1.011,0.9559,1.0,96722.04,96731.19
2018-07-24,1.0,1.008,0.9141,0.9977,143800.43,143476.25
2018-07-25,0.9986,1.038,0.9863,0.9996,89988.19,89952.85
2018-07-26,0.9995,1.046,0.9909,1.0,78993.93,79015.63
2018-07-27,1.0,1.011,0.9533,0.9993,80336.48,80282.72
2018-07-28,0.9993,1.003,0.9826,1.002,36136.12,36215.85
2018-07-29,1.002,1.009,0.9882,0.9996,34073.43,34058.22
2018-07-30,0.9995,1.011,0.9616,0.9993,83918.76,83859.48
2018-07-31,0.9993,1.058,0.9914,1.001,97152.13,97215.35
2018-08-01,1.001,1.02,0.9792,1.0,78466.58,78498.35
2018-08-02,1.0,1.024,0.9921,1.002,55711.79,55800.42
2018-08-03,1.002,1.017,0.9841,1.0,79126.57,79161.57
2018-08-04,1.0,1.068,0.9898,1.001,74300.44,74367.62
2018-08-05,1.001,1.009,0.9816,1.002,52556.01,52664.74
2018-08-06,1.002,1.032,0.9882,1.001,58545.04,58623.36
2018-08-07,1.001,1.064,0.9942,0.9999,82683.83,82676.94
2018-08-08,0.9999,1.071,0.9765,1.001,130417.52,130513.25
2018-08-09,1.001,1.016,0.9489,1.002,89588.13,89792.19
2018-08-10,1.002,1.071,0.9807,1.001,100856.92,101005.8
2018-08-11,1.001,1.042,0.9655,1.002,87651.14,87838.57
2018-08-12,1.002,1.028,0.979,1.002,57916.23,58042.73
2018-08-13,1.002,1.047,0.9848,1.002,71073.56,71202.48
2018-08-14,1.002,1.013,0.9526,1.002,125196.64,125493.8
2018-08-15,1.002,1.056,0.9882,1.001,132926.33,133065.24
2018-08-16,1.001,1.026,0.9851,1.002,71357.92,71498.34
2018-08-17,1.002,1.002,0.9577,1.002,73383.05,73519.24
2018-08-18,1.002,1.037,0.9897,1.003,52093.8,52238.47
2018-08-19,1.003,1.013,0.9776,1.004,39452.94,39614.39
2018-08-20,1.004,1.045,0.9983,1.002,61983.28,62091.82
2018-08-21,1.002,1.005,0.9669,1.003,61753.86,61917.26
2018-08-22,1.003,1.085,0.9861,1.002,116096.61,116345.53
2018-08-23,1.002,1.008,0.9746,1.003,52740.3,52872.18
2018-08-24,1.003,1.008,0.9695,1.004,58037.12,58241.3
2018-08-25,1.004,1.011,0.9924,1.002,38189.09,38270.91
2018-08-26,1.002,1.013,0.983,1.003,39682.91,39788.89
2018-08-27,1.003,1.007,0.9676,1.003,59984.28,60137.5
2018-08-28,1.003,1.008,0.9718,1.002,69448.01,69589.52
2018-08-29,1.002,1.015,0.9874,1.003,50361.95,50494.63
2018-08-30,1.003,1.013,0.977,1.003,61266.88,61441.4
2018-08-31,1.003,1.012,0.9841,1.002,49774.38,49860.59
2018-09-01,1.002,1.01,0.9755,1.0,41873.76,41879.98
2018-09-02,1.0,1.012,0.9792,1.001,61424.38,61461.76
2018-09-03,1.001,1.011,0.9913,1.0,42451.23,42462.39
2018-09-04,1.0,1.008,0.9846,1.001,46681.9,46743.68
2018-09-05,1.001,1.103,0.9975,0.9991,113370.51,113269.32
2018-09-06,0.9991,1.032,0.9656,0.9994,127586.04,127510.69
2018-09-07,0.9994,1.024,0.9923,1.003,53170.79,53311.81
2018-09-08,1.003,1.048,0.9922,1.003,49719.12,49855.82
2018-09-09,1.003,1.032,0.9857,0.9996,38701.0,38686.14
2018-09-10,0.9994,1.01,0.99,1.002,50695.88,50806.82
2018-09-11,1.002,1.02,0.9853,1.001,51401.22,51432.67
2018-09-12,1.001,1.003,0.9798,1.0,52814.83,52823.17
2018-09-13,1.0,1.007,0.9769,1.001,65684.53,65732.52
2018-09-14,1.001,1.016,0.9857,1.0,58029.07,58026.74
2018-09-15,0.9999,1.008,0.9929,1.0,31894.67,31907.34
2018-09-16,1.0,1.004,0.9852,1.0,30897.54,30905.91
2018-09-17,1.0,1.046,0.9943,1.001,62738.57,62830.99
2018-09-18,1.001,1.009,0.984,1.001,55076.95,55137.77
2018-09-19,1.001,1.021,0.9594,1.001,71293.01,71383.59
2018-09-20,1.001,1.009,0.9797,1.002,46802.06,46893.09
2018-09-21,1.002,1.004,0.9615,1.0,85295.46,85306.94
2018-09-22,1.0,1.017,0.9868,0.9992,38829.87,38800.12
2018-09-23,0.9992,1.009,0.9934,0.9992,25143.83,25123.14
2018-09-24,0.9992,1.02,0.996,0.9999,48934.13,48930.41
2018-09-25,0.9999,1.022,0.9832,0.9994,65381.85,65341.15
2018-09-26,0.9994,1.012,0.9873,0.9996,40752.6,40737.79
2018-09-27,0.9996,1.007,0.9618,0.9994,52542.0,52511.13
2018-09-28,0.9994,1.025,0.986,0.9995,74353.41,74317.46
2018-09-29,0.9995,1.005,0.981,1.001,37296.34,37319.28
2018-09-30,1.001,1.017,0.9876,0.9996,26335.14,26325.84
2018-10-01,0.9996,1.008,0.9852,0.998,38926.98,38848.69
2018-10-02,0.998,1.013,0.9913,0.9986,40624.2,40565.58
2018-10-03,0.9988,1.005,0.988,0.9977,47186.0,47078.75
2018-10-04,0.9978,1.005,0.9842,0.9983,42142.96,42071.67
2018-10-05,0.9983,1.007,0.9867,0.9997,39731.28,39717.51
2018-10-06,0.9997,1.006,0.9951,0.9991,24787.61,24765.51
2018-10-07,0.9991,1.002,0.9885,0.9985,27272.67,27232.94
2018-10-08,0.9986,1.004,0.9842,0.9969,47216.82,47071.15
2018-10-09,0.9969,1.0,0.9901,0.9965,32204.25,32090.63
2018-10-10,0.9965,1.001,0.9786,0.9927,49264.39,48903.62
2018-10-11,0.9927,1.052,0.9869,0.9929,104258.49,103515.48
2018-10-12,0.9925,0.9997,0.9803,0.9925,46195.91,45848.83
2018-10-13,0.9927,0.9919,0.9853,0.9898,21914.85,21690.82
2018-10-14,0.9897,1.001,0.9852,0.9901,34130.1,33790.62
2018-10-15,0.9904,1.072,0.9249,0.9794,177320.05,173664.68
2018-10-16,0.9794,0.9939,0.9674,0.973,49191.34,47860.87
2018-10-17,0.9731,0.978,0.9665,0.9758,33538.55,32726.57
2018-10-18,0.9761,1.0,0.9741,0.9807,50725.31,49747.34
2018-10-19,0.9808,0.996,0.9878,0.9909,36599.64,36265.48
2018-10-20,0.9909,1.009,0.9709,0.9853,19543.75,19256.59
2018-10-21,0.9853,0.9947,0.9821,0.9875,16019.49,15818.82
2018-10-22,0.9875,0.9926,0.9818,0.9853,31239.03,30778.53
2018-10-23,0.9855,0.9912,0.9825,0.9873,34071.62,33637.88
2018-10-24,0.9873,0.9959,0.9848,0.9864,34111.66,33649.44
2018-10-25,0.9865,0.9947,0.9847,0.9893,35706.92,35326.64
2018-10-26,0.9893,0.9962,0.9852,0.9875,33284.54,32869.47
2018-10-27,0.9875,0.9959,0.9908,0.9946,19092.86,18988.88
2018-10-28,0.9946,0.9993,0.9933,0.9974,16806.73,16762.3
2018-10-29,0.9974,1.022,0.9899,0.9949,53760.53,53484.21
2018-10-30,0.995,1.001,0.9929,0.9965,42701.22,42549.81
2018-10-31,0.9965,1.003,0.9796,0.9955,38823.41,38649.44
2018-11-01,0.9955,0.9992,0.9867,0.9959,31397.71,31267.81
2018-11-02,0.9959,0.9984,0.9907,0.9943,27987.6,27828.54
2018-11-03,0.9943,1.002,0.992,0.9982,28808.38,28756.16
2018-11-04,0.9982,1.002,0.9796,0.9974,27317.02,27245.61
2018-11-05,0.9973,1.001,0.9906,0.9948,24142.0,24016.28
2018-11-06,0.9948,0.9956,0.9848,0.9951,37162.36,36979.96
2018-11-07,0.9951,0.9976,0.9845,0.9926,55100.44,54692.03
2018-11-08,0.9928,1.009,0.9933,0.9945,42073.45,41842.43
2018-11-09,0.9945,1.006,0.9896,0.9936,37086.04,36846.98
2018-11-10,0.9935,0.998,0.9912,0.9944,14658.42,14575.75
2018-11-11,0.9944,0.9937,0.9801,0.9927,20337.03,20189.3
2018-11-12,0.9927,0.9974,0.9843,0.9881,28338.62,28001.2
2018-11-13,0.9881,0.9889,0.9774,0.9811,35761.27,35085.26
2018-11-14,0.9811,1.078,0.9246,0.9705,178422.8,173152.94
2018-11-15,0.9703,1.003,0.9218,0.9821,147895.07,145251.35
2018-11-16,0.9822,1.005,0.9714,0.9888,71050.83,70254.5
2018-11-17,0.9889,0.995,0.9813,0.9891,29517.8,29196.32
2018-11-18,0.9889,1.007,0.9831,0.9914,41702.04,41344.13
2018-11-19,0.9914,1.14,0.9654,0.976,207964.38,202979.8
2018-11-20,0.9763,1.083,0.9116,0.9715,315023.21,306032.68
2018-11-21,0.9715,1.006,0.9254,0.9849,152286.19,149987.25
2018-11-22,0.9848,1.062,0.9837,0.9891,83715.43,82800.36
2018-11-23,0.9891,0.9996,0.9403,0.9824,121719.16,119578.9
2018-11-24,0.9825,1.123,0.9482,0.9768,123090.79,120235.97
2018-11-25,0.9769,1.018,0.8675,0.9785,213926.98,209327.08
2018-11-26,0.9786,1.068,0.9315,0.9796,185985.76,182194.17
2018-11-27,0.9795,1.0,0.9317,0.9858,147999.31,145899.92
2018-11-28,0.9857,1.031,0.8963,0.9996,175435.76,175368.3
2018-11-29,0.9996,1.034,0.9613,0.9976,112103.36,111833.86
2018-11-30,0.9976,1.07,0.9679,0.991,121993.57,120893.98
2018-12-01,0.991,1.027,0.9392,0.9999,67774.58,67766.18
2018-12-02,0.9999,1.037,0.9787,0.9946,62748.83,62410.26
2018-12-03,0.9948,1.065,0.9718,0.9913,107400.61,106464.5
2018-12-04,0.9913,1.03,0.9513,0.9961,94655.27,94288.95
2018-12-05,0.9961,1.048,0.9835,0.9883,83811.55,82833.51
2018-12-06,0.9883,1.106,0.9873,0.9922,159523.77,158283.91
2018-12-07,0.9922,1.045,0.9493,0.9997,206088.47,206029.44
2018-12-08,0.9997,1.047,0.9576,1.006,104091.14,104694.31
2018-12-09,1.006,1.043,0.9638,1.008,83347.79,83986.89
2018-12-10,1.008,1.054,0.9878,1.002,81855.33,82047.72
2018-12-11,1.002,1.024,0.9848,1.0,67519.71,67526.66
2018-12-12,1.0,1.022,0.9748,1.005,74415.95,74795.77
2018-12-13,1.005,1.055,0.988,0.9977,84592.04,84400.52
2018-12-14,0.9977,1.028,0.9807,0.9975,89133.43,88907.28
2018-12-15,0.9975,1.015,0.9831,1.003,51317.37,51452.67
2018-12-16,1.003,1.023,0.9941,1.003,45102.51,45226.3
2018-12-17,1.003,1.033,0.9193,1.007,119831.24,120669.56
2018-12-18,1.007,1.016,0.9486,1.012,91609.53,92754.28
2018-12-19,1.012,1.081,1.006,1.018,163016.15,165914.8
2018-12-20,1.018,1.039,0.9133,1.018,180025.9,183221.24
2018-12-21,1.018,1.105,0.9968,1.014,128508.13,130355.06
2018-12-22,1.014,1.027,0.974,1.024,63672.55,65178.25
2018-12-23,1.024,1.045,1.008,1.017,58294.45,59304.71
2018-12-24,1.017,1.071,0.9973,1.016,109869.44,111635.33
2018-12-25,1.016,1.092,0.9961,1.023,95683.55,97854.36
2018-12-26,1.023,1.037,0.9899,1.017,68965.06,70123.65
2018-12-27,1.017,1.088,1.013,1.02,81652.77,83281.35
2018-12-28,1.02,1.043,0.9443,1.027,92882.41,95434.43
2018-12-29,1.027,1.084,1.022,1.028,54702.16,56256.33
2018-12-30,1.028,1.032,0.9891,1.025,49797.04,51026.8
2018-12-31,1.025,1.055,1.0,1.012,54221.49,54894.45
2019-01-01,1.012,1.037,0.9735,1.022,45104.29,46086.2
2019-01-02,1.022,1.033,0.9911,1.026,54034.73,55439.68
2019-01-03,1.026,1.053,1.003,1.019,45585.19,46429.08
2019-01-04,1.019,1.029,0.9978,1.022,44398.9,45355.64
2019-01-05,1.027,1.071,1.012,1.022,956257.36,977467.2
2019-01-06,1.022,1.039,0.9596,1.028,58878.99,60541.24
2019-01-07,1.028,1.039,1.006,1.018,51541.23,52488.26
2019-01-08,1.018,1.05,1.008,1.021,65973.5,67373.24
2019-01-09,1.021,1.032,1.012,1.021,55130.13,56284.5
2019-01-10,1.021,1.139,1.012,1.022,108277.01,110710.86
2019-01-11,1.022,1.034,1.003,1.018,63070.18,64181.27
2019-01-12,1.018,1.03,1.007,1.022,28343.28,28960.85
2019-01-13,1.022,1.057,1.015,1.021,45682.73,46659.34
2019-01-14,1.021,1.034,0.9773,1.021,56099.99,57292.59
2019-01-15,1.021,1.047,1.01,1.018,54154.65,55148.04
2019-01-16,1.018,1.032,1.006,1.015,53843.55,54676.45
2019-01-17,1.015,1.022,0.9919,1.019,46181.32,47061.82
2019-01-18,1.019,1.025,1.007,1.014,32418.99,32885.77
2019-01-19,1.014,1.035,0.9927,1.016,38341.35,38966.52
2019-01-20,1.016,1.062,0.998,1.009,49198.37,49636.76
2019-01-21,1.009,1.02,1.002,1.013,36101.4,36554.66
2019-01-22,1.013,1.018,0.9727,1.009,53586.91,54049.82
2019-01-23,1.009,1.022,0.9977,1.006,37910.4,38122.57
2019-01-24,1.006,1.013,0.9936,1.008,31630.57,31888.08
2019-01-25,1.008,1.011,0.9922,1.004,32679.69,32823.24
2019-01-26,1.004,1.031,1.004,1.009,29201.1,29452.43
2019-01-27,1.009,1.015,0.9887,1.004,26261.48,26363.31
2019-01-28,1.004,1.039,0.9907,1.005,59700.11,60026.02
2019-01-29,1.005,1.015,0.9875,1.002,46304.1,46390.55
2019-01-30,1.002,1.009,0.982,1.003,42399.63,42509.61
2019-01-31,1.003,1.02,0.9978,1.001,37365.7,37405.46
2019-02-01,1.001,1.005,0.9815,0.9996,41976.43,41961.4
2019-02-02,0.9996,1.005,0.9826,1.002,27103.48,27153.24
2019-02-03,1.002,1.016,0.9902,0.9974,23044.88,22985.98
2019-02-04,0.9974,1.002,0.9901,0.9907,23959.61,23736.17
2019-02-05,0.9907,0.9939,0.9846,0.9939,24459.49,24309.09
2019-02-06,0.9939,1.015,0.9869,0.9965,44281.79,44128.28
2019-02-07,0.9965,1.003,0.9916,0.9935,28811.35,28623.51
2019-02-08,0.9935,1.022,0.9199,1.001,89444.22,89537.18
2019-02-09,1.001,1.003,0.9873,0.9971,25880.75,25806.84
2019-02-10,0.9971,1.004,0.9824,1.002,30046.26,30118.75
2019-02-11,1.002,1.016,0.9942,0.9951,40461.58,40261.35
2019-02-12,0.9951,1.005,0.9849,0.9968,45717.05,45570.79
2019-02-13,0.9968,1.013,0.9944,0.9988,40664.15,40616.05
2019-02-14,0.9988,1.008,0.9934,0.9993,32779.35,32756.53
2019-02-15,0.9993,1.008,0.9903,0.9952,36251.38,36077.59
2019-02-16,0.9952,1.006,0.9926,0.9995,24003.59,23992.38
2019-02-17,1.004,1.018,0.9195,1.003,1044734.42,1048168.99
2019-02-18,1.001,1.014,0.9396,1.004,98728.99,99125.99
2019-02-19,1.004,1.025,0.9924,1.003,74127.62,74351.57
2019-02-20,1.003,1.005,0.9814,1.0,53048.95,53062.97
2019-02-21,1.0,1.023,0.9905,0.9999,47433.87,47426.76
2019-02-22,0.9999,1.008,0.988,1.005,43006.55,43205.79
2019-02-23,1.005,1.018,0.9587,1.007,57002.5,57422.26
2019-02-24,1.007,1.127,1.002,1.007,80391.72,80927.93
2019-02-25,1.007,1.015,0.9852,1.004,48406.42,48623.01
2019-02-26,1.004,1.011,0.9953,1.002,33253.08,33322.12
2019-02-27,1.002,1.009,0.9692,1.004,46011.1,46176.73
2019-02-28,1.004,1.025,0.9957,1.002,44353.45,44458.45
2019-03-01,1.002,1.011,0.9998,1.002,26522.34,26579.08
2019-03-02,1.002,1.007,0.9921,1.006,19283.71,19395.15
2019-03-03,1.006,1.012,0.9951,1.001,16769.86,16794.49
2019-03-04,1.001,1.031,0.9967,1.004,39278.22,39425.94
2019-03-05,1.004,1.009,0.9646,1.004,43262.3,43454.89
2019-03-06,1.004,1.014,0.9941,1.003,33536.95,33648.71
2019-03-07,1.003,1.01,0.9947,1.002,37619.38,37704.25
2019-03-08,1.002,1.017,0.9842,1.001,39428.25,39448.65
2019-03-09,1.001,1.008,0.9793,1.001,27600.01,27637.96
2019-03-10,1.001,1.008,0.995,1.003,17404.16,17460.19
2019-03-11,1.003,1.018,0.9946,1.001,32708.55,32746.07
2019-03-12,1.001,1.006,0.9858,1.002,33655.37,33709.64
2019-03-13,1.002,1.008,0.9966,1.003,27922.69,28010.66
2019-03-14,1.003,1.012,0.9867,1.001,34554.38,34596.27
2019-03-15,1.001,1.003,0.9877,1.001,32133.02,32154.39
2019-03-16,1.001,1.016,0.9797,1.005,41319.81,41534.86
2019-03-17,1.005,1.012,0.9971,1.004,17033.6,17099.21
2019-03-18,1.004,1.013,0.9941,1.0,27416.92,27423.24
2019-03-19,1.0,1.004,0.9891,1.002,29686.2,29745.93
2019-03-20,1.002,1.006,0.9885,1.004,36862.09,36997.89
2019-03-21,1.004,1.025,0.9929,1.004,44251.52,44419.67
2019-03-22,1.004,1.007,0.9986,1.003,22671.75,22735.62
2019-03-23,1.003,1.004,0.9943,1.0,18486.22,18495.08
2019-03-24,1.0,1.005,0.9948,1.001,16111.98,16123.81
2019-03-25,1.001,1.018,0.9877,0.9971,34191.84,34093.15
2019-03-26,0.9971,0.9992,0.9889,0.9989,23873.14,23848.04
2019-03-27,0.9989,1.004,0.9736,1.002,37132.4,37193.07
2019-03-28,1.002,1.005,0.997,1.002,25343.13,25403.3
2019-03-29,1.002,1.005,0.9825,1.002,41843.31,41927.34
2019-03-30,1.002,1.01,0.9902,1.003,24906.26,24971.81
2019-03-31,1.003,1.006,0.9987,1.002,13792.73,13822.2
2019-04-01,1.002,1.005,0.985,1.002,36921.55,36985.16
2019-04-02,1.002,1.051,0.8539,1.01,172473.31,174239.52
2019-04-03,1.01,1.079,0.9775,1.007,159843.43,160929.32
2019-04-04,1.007,1.036,0.9802,1.003,74544.88,74796.67
2019-04-05,1.003,1.014,0.9788,1.009,56130.82,56618.12
2019-04-06,1.009,1.039,0.9791,1.003,54180.91,54329.05
2019-04-07,1.003,1.019,0.9757,1.006,47200.43,47483.9
2019-04-08,1.006,1.021,0.9815,1.011,69803.56,70552.25
2019-04-09,1.011,1.028,1.001,1.01,48552.25,49017.23
2019-04-10,1.01,1.029,0.9762,1.003,65813.81,65982.53
2019-04-11,1.003,1.065,0.9941,1.006,69622.86,70059.71
2019-04-12,1.006,1.014,0.976,1.006,43762.94,44044.55
2019-04-13,1.006,1.016,1.002,1.007,23342.24,23496.43
2019-04-14,1.007,1.011,0.9806,1.007,21193.03,21336.02
2019-04-15,1.007,1.033,0.988,1.002,40402.46,40464.15
2019-04-16,1.002,1.011,0.9717,1.007,40370.0,40658.51
2019-04-17,1.007,1.013,0.9978,1.007,37225.68,37468.32
2019-04-18,1.007,1.011,0.9951,1.006,35511.12,35719.37
2019-04-19,1.006,1.018,0.9913,1.007,30109.97,30326.33
2019-04-20,1.007,1.014,0.9967,1.006,23214.49,23364.96
2019-04-21,1.006,1.017,0.9949,1.009,25466.81,25690.27
2019-04-22,1.009,1.016,0.983,1.007,45346.65,45666.8
2019-04-23,1.007,1.024,0.9773,1.008,66448.85,66967.39
2019-04-24,1.008,1.04,0.9957,1.007,61651.16,62110.62
2019-04-25,1.007,1.058,0.9643,0.9894,70755.72,70006.39
2019-04-26,0.9894,1.009,0.9604,0.9849,70191.21,69129.72
2019-04-27,0.9849,0.9985,0.9813,0.9883,21692.98,21440.14
2019-04-28,0.9885,1.001,0.9829,0.993,25294.87,25118.88
2019-04-29,0.993,1.012,0.986,1.0,31947.44,31957.57
2019-04-30,1.0,1.01,0.9822,1.006,32567.46,32758.79
2019-05-01,1.006,1.006,0.9927,1.001,27410.57,27429.3
2019-05-02,1.001,1.006,0.9803,1.001,35089.37,35122.19
2019-05-03,1.001,1.021,0.9506,0.9972,75434.86,75220.18
2019-05-04,0.9972,1.012,0.9598,1.002,45628.34,45703.62
2019-05-05,1.002,1.013,0.9889,1.003,25481.48,25570.23
2019-05-06,1.003,1.013,0.9822,1.0,34979.71,34991.7
2019-05-07,1.0,1.032,0.9832,0.9954,59556.89,59283.57
2019-05-08,0.9954,1.008,0.9612,1.002,40967.62,41058.31
2019-05-09,1.002,1.001,0.9679,0.9976,51005.27,50881.61
2019-05-10,0.9976,1.011,0.9622,0.9975,68160.13,67987.76
2019-05-11,0.9975,1.029,0.8843,1.0,135248.42,135297.52
2019-05-12,1.0,1.082,0.9744,1.001,142892.25,143016.25
2019-05-13,1.001,1.042,0.8809,1.0,149082.57,149145.43
2019-05-14,1.0,1.039,0.9554,0.9991,122383.06,122267.69
